project;month;test_gap_assessment;risk_score;score_LEN;score_COM;score_CLI;score_COC;score_ANF;score_UNF;score_ACF;score_UCF;score_RCF;score_RNF;score_CHF;score_CEN
subject 7;2022-07;safe;0,238354764;0;0;0,041958042;0,071428571;0;0;0;0;0;0;0;0,005790769
subject 7;2022-07;safe;0,246698202;0;0;0,041958042;0,071428571;0;0;0;0;0;0;0;0,009962487
subject 7;2022-07;safe;2,720568225;0;0;0,615384615;0,714285714;0;0;0;0;0;0;0;0,030613783
subject 7;2022-07;safe;0,673925953;0,111111111;0,136363636;0,020979021;0;0;0;0;0;0;0;0;0,192246582
subject 7;2022-07;safe;0,463281042;0,033333333;0,045454545;0;0;0;0;0;0;0;0;0;0,192246582
subject 7;2022-07;safe;1,248454948;0;0;0,097902098;0,071428571;0;0;0;0;0;0;0;0,454896805
subject 7;2022-07;safe;1,503200203;0;0;0,153846154;0,142857143;0;0;0;0;0;0;0;0,454896805
subject 7;2022-07;safe;0,929480136;0,433333333;0,181818182;0,083916084;0;0;0;0;0;0;0;0;0,073248226
subject 7;2022-07;safe;0,300575707;0,066666667;0,045454545;0,020979021;0;0;0;0;0;0;0;0;0,073248226
subject 7;2022-07;safe;0,289464596;0,055555556;0,045454545;0,020979021;0;0;0;0;0;0;0;0;0,073248226
subject 7;2022-07;safe;0,659316965;0,166666667;0,136363636;0,104895105;0;0;0;0;0;0;0;0;0,073248226
subject 7;2022-07;safe;0,036783943;0,122222222;0,045454545;0,027972028;0;0;0;0;0;0;0,333333333;0;0,073248226
subject 7;2022-07;safe;0,795847102;0;0;0,181818182;0,142857143;0;0;0;0;0;0;0;0,073248226
subject 7;2022-07;safe;1,527049333;0;0;0,195804196;0,428571429;0;0;0;0;0;0;0;0,139149042
subject 7;2022-07;safe;0,308625576;0;0;0,06993007;0,071428571;0;0;0;0;0;0;0;0,012954147
subject 7;2022-07;safe;0,815119083;0;0;0,251748252;0,142857143;0;0;0;0;0;0;0;0,012954147
subject 7;2022-07;safe;1,172226609;0,544444444;0,363636364;0,034965035;0;0;0,142857143;0;0;0;0;0;0,025679294
subject 7;2022-07;safe;0,782266039;0;0;0,223776224;0,142857143;0;0;0;0;0;0;0;0,024499653
subject 7;2022-07;safe;0,618726064;0;0;0,13986014;0,142857143;0;0;0;0;0;0;0;0,026645749
subject 7;2022-07;safe;0,240498942;0;0;0,041958042;0,071428571;0;0;0;0;0;0;0;0,006862858
subject 7;2022-07;safe;0,240498942;0;0;0,041958042;0,071428571;0;0;0;0;0;0;0;0,006862858
subject 7;2022-07;safe;0,325119849;0,488888889;0,454545455;0,328671329;-0,642857143;0;0;0;0;0;0;0;0,005028567
subject 7;2022-07;safe;0,345986413;0;0;0,097902098;0,071428571;0;0;0;0;0;0;0;0,003662537
subject 7;2022-07;safe;0,290042357;0;0;0,06993007;0,071428571;0;0;0;0;0;0;0;0,003662537
subject 7;2022-07;safe;0,292774417;0;0;0,06993007;0,071428571;0;0;0;0;0;0;0;0,005028567
subject 7;2022-07;safe;0,288542183;0;0;0,055944056;0,071428571;0;0;0;0;0;0;1,6E-07;0,016898544
subject 7;2022-07;safe;0,530304699;0;0;0,153846154;0,071428571;0;0;0;0;0;0;2,56E-06;0,039878904
subject 7;2022-07;safe;1,236567665;0,133333333;0,136363636;0,300699301;0,142857143;0;0;0;0;0;0;0;0,039878904
subject 7;2022-07;safe;0,480919286;0,133333333;0,181818182;0,041958042;0;0;0;0;0;0;0;0;0,040925844
subject 7;2022-07;safe;0,503141508;0,155555556;0,181818182;0,041958042;0;0;0;0;0;0;0;0;0,040925844
subject 7;2022-07;safe;0,265428216;0,1;0,090909091;0,020979021;0;0;0;0;0;0;0;0;0,016280541
subject 7;2022-07;safe;0,352347486;0,1;0,136363636;0,041958042;0;0;0;0;0;0;0;0;0,016033883
subject 7;2022-07;safe;0,460549019;0,155555556;0,181818182;0,041958042;0;0;0;0;0;0;0;0;0,019629599
subject 7;2022-07;safe;0,662809723;0,3;0,136363636;0,020979021;0;0;0,142857143;0;0;0;0;0;0,020815451
subject 7;2022-07;safe;0,440132645;0;0;0,06993007;0,142857143;0;0;0;0;0;0;0;0,00727911
subject 7;2022-07;safe;0,532253019;0,166666667;0,181818182;0,041958042;0;0;0;0;0;0;0;0;0,049926043
subject 7;2022-07;safe;0,510030797;0,144444444;0,181818182;0,041958042;0;0;0;0;0;0;0;0;0,049926043
subject 7;2022-07;safe;0,389543968;0;0;0,111888112;0,071428571;0;0;0;0;0;0;0;0,011455301
subject 7;2022-07;safe;0,541016127;0;0;0,125874126;0,071428571;0;0;0;0;0;0;0;0,073205366
subject 7;2022-07;safe;0,844423191;0;0;0,167832168;0,214285714;0;0;0;0;0;0;0;0,040093713
subject 7;2022-07;safe;0,133164549;0,033333333;0,045454545;0,020979021;0;0;0;0;0;0;0;0;0,006209314
subject 7;2022-07;safe;0,468104673;0;0;0,083916084;0,142857143;0;0;0;0;0;0;0;0,00727911
subject 7;2022-07;safe;0,421041172;0,122222222;0,090909091;0,083916084;0;0;0;0;0;0;0;0;0,020038846
subject 7;2022-07;safe;0,239493207;0;0;0,041958042;0,071428571;0;0;0;0;0;0;6,25E-06;0,006363115
subject 7;2022-07;risky;0,567522715;0,277777778;0,181818182;0,020979021;0;0;0;0;0;0;0;0;0,032984357
subject 7;2022-07;safe;0,226104447;0,088888889;0,045454545;0,020979021;0;0;0;0;0;0;0;0;0,024901485
subject 7;2022-07;safe;0,735235514;0,1;0,090909091;0,174825175;0,071428571;0;0;0;0;0;0;1E-08;0,02590947
subject 7;2022-07;safe;0,884729968;0,122222222;0,090909091;0,160839161;0,142857143;0;0;0;0;0;0;0;0,032103024
subject 7;2022-07;safe;1,366182755;0,122222222;0,090909091;0,265734266;0,285714286;0;0;0;0;0;0;0;0,025077169
subject 7;2022-07;safe;-0,04875786;0,211111111;0,272727273;0,041958042;0;0;0;0;0;0;0,666666667;0;0,025077169
subject 7;2022-07;safe;0,516301902;0;0;0,111888112;0,142857143;0;0;0;0;0;0;0;0,003405696
subject 7;2022-07;safe;0,338349127;0;0;0,083916084;0,071428571;0;0;0;0;0;0;0;0,013829908
subject 7;2022-07;safe;0,828140808;0;0;0,181818182;0,214285714;0;0;0;0;0;0;0;0,017966508
subject 7;2022-07;safe;0,265261839;0;0;0,055944056;0,071428571;0;0;0;0;0;0;0;0,005258292
subject 7;2022-07;safe;0,380736192;0,122222222;0,136363636;0,041958042;0;0;0;0;0;0;0;0;0,019117125
subject 7;2022-07;safe;0,835730878;0;0;0,181818182;0,214285714;0;0;0;0;0;0;0;0,021761543
subject 7;2022-07;safe;0,967751254;0;0;0,237762238;0,214285714;0;0;0;0;0;0;0;0,031827675
subject 7;2022-07;safe;0,265474773;0,066666667;0,045454545;0,020979021;0;0;0;0;0;0;0;0;0,055697759
subject 7;2022-07;safe;1,106917672;0,277777778;0,318181818;0,293706294;-0,071428571;0;0;0;0;0;0;0;0,033201316
subject 7;2022-07;safe;3,394759;0,9;1;0,20979021;0;0;1;0;0;0;0;0;0,03758929
subject 7;2022-07;safe;0,329638225;0;0;0,055944056;0,071428571;0;0;0;0;0;0;0,00028561;0,03758929
subject 7;2022-07;safe;1,467525107;0,611111111;0,545454545;0,125874126;0;0;0;0;0;0;0;0;0,029605599
subject 7;2022-07;safe;1,400858441;0,544444444;0,545454545;0,125874126;0;0;0;0;0;0;0;0;0,029605599
subject 7;2022-07;safe;1,502208566;0;0;0,27972028;0,428571429;0;0;0;0;0;0;0;0,042812575
subject 7;2022-07;safe;0,734975798;0;0;0,181818182;0,142857143;0;0;0;0;0;0;0;0,042812575
subject 7;2022-07;safe;1,502208566;0;0;0,27972028;0,428571429;0;0;0;0;0;0;0;0,042812575
subject 7;2022-07;safe;0,734975798;0;0;0,181818182;0,142857143;0;0;0;0;0;0;0;0,042812575
subject 7;2022-07;safe;1,075144883;0;0;0,20979021;0,285714286;0;0;0;0;0;0;0;0,042067946
subject 7;2022-07;safe;0,30307113;0;0;0,041958042;0,071428571;0;0;0;0;0;0;0;0,038148952
subject 7;2022-07;safe;0,586090635;0,144444444;0,181818182;0,167832168;-0,071428571;0;0;0;0;0;0;0;0,033510408
subject 7;2022-07;safe;0,32176607;0;0;0,055944056;0,071428571;0;0;0;0;0;0;0;0,033510408
subject 7;2022-07;safe;0,520567269;0;0;0,083916084;0,142857143;0;0;0;0;0;0;0;0,033510408
subject 7;2022-07;safe;0,302067241;0;0;0,041958042;0,071428571;0;0;0;0;0;0;0;0,037647007
subject 7;2022-07;safe;0,302067241;0;0;0,041958042;0,071428571;0;0;0;0;0;0;0;0,037647007
subject 7;2022-07;safe;0,302067241;0;0;0,041958042;0,071428571;0;0;0;0;0;0;0;0,037647007
subject 7;2022-07;safe;0,302067241;0;0;0,041958042;0,071428571;0;0;0;0;0;0;0;0,037647007
subject 7;2022-07;safe;0,528580942;0;0;0,083916084;0,142857143;0;0;0;0;0;0;0;0,037517244
subject 7;2022-07;safe;0,554063251;0,177777778;0,181818182;0,06993007;0;0;0;0;0;0;0;0;0,027303576
subject 7;2022-07;safe;1,689105851;0;0;0,363636364;0,428571429;0;0;0;0;0;0;1,6E-07;0,052345213
subject 7;2022-07;safe;0,614180776;0;0;0,111888112;0,142857143;0;0;0;0;0;0;1,6E-07;0,052345213
subject 7;2022-07;safe;0,334394688;0,1;0,090909091;0,020979021;0;0;0;0;0;0;0;0;0,050763778
subject 7;2022-07;safe;0,666962121;0;0;0,13986014;0,142857143;0;0;0;0;0;0;0;0,050763778
subject 7;2022-07;safe;0,162935669;0,033333333;0,045454545;0,020979021;0;0;0;0;0;0;0;0;0,021094874
subject 7;2022-07;safe;0,374472726;0;0;0,055944056;0,071428571;0;0;0;0;0;0;8,1E-07;0,05986414
subject 7;2022-07;safe;0,349143088;0;0;0,055944056;0,071428571;0;0;0;0;0;0;0;0,047198917
subject 7;2022-07;safe;0,547944287;0;0;0,083916084;0,142857143;0;0;0;0;0;0;0;0,047198917
subject 7;2022-07;safe;2,539090701;0;0;0,601398601;0,642857143;0;0;0;0;0;0;1E-08;0,025289611
subject 7;2022-07;safe;0,294114842;0,055555556;0,090909091;0,055944056;0;0;0;0;0;0;0;0;0,017881042
subject 7;2022-07;safe;1,082414619;0,222222222;0,181818182;0,090909091;0;0;0,428571429;0;0;0;0;0;0,033992302
subject 7;2022-07;safe;0,446276694;0,155555556;0,136363636;0,041958042;0;0;0;0;0;0;0;0;0,035220709
subject 7;2022-07;safe;0,480882256;0;0;0,153846154;0,071428571;0;0;0;0;0;0;0;0,015166403
subject 7;2022-07;safe;0,391606118;0,044444444;0,045454545;0,041958042;0;0;0;0;0;0;0;0;0,108895522
subject 7;2022-07;safe;0,257377734;0;0;0,041958042;0,071428571;0;0;0;0;0;0;8,1E-07;0,015302659
subject 7;2022-07;safe;0,257377734;0;0;0,041958042;0,071428571;0;0;0;0;0;0;8,1E-07;0,015302659
subject 7;2022-07;safe;0,512122989;0;0;0,097902098;0,142857143;0;0;0;0;0;0;8,1E-07;0,015302659
subject 7;2022-07;safe;2,44349391;0,055555556;0,090909091;0,104895105;0;1;0;0;0;0;0;0,00014641;0,043692732
subject 7;2022-07;safe;0,343735776;0,088888889;0,090909091;0,020979021;0;0;0;0;0;0;0;0;0,060989877
subject 7;2022-07;safe;0,354846888;0,1;0,090909091;0,020979021;0;0;0;0;0;0;0;0;0,060989877
subject 7;2022-07;safe;0,403306978;0,133333333;0,136363636;0,034965035;0;0;0;0;0;0;0;0;0,031839969
subject 7;2022-07;safe;1,878671241;0;0;0,643356643;0,214285714;0;0;0;0;0;0;0;0,081693263
subject 7;2022-07;safe;0,217135952;0,044444444;0,045454545;0,020979021;0;0;0;0;0;0;0;1E-08;0,042639465
subject 7;2022-07;safe;0,105679246;0,1;0,045454545;0,020979021;0;0;0,142857143;0;0;0;0,333333333;0;0,054371424
subject 7;2022-07;safe;0,373124828;0,044444444;0,045454545;0,027972028;0;0;0,142857143;0;0;0;0;0;0,04221232
subject 7;2022-07;safe;0,722979396;0;0;0,195804196;0,142857143;0;0;0;0;0;0;0;0,022828359
subject 7;2022-07;safe;0,555147228;0;0;0,111888112;0,142857143;0;0;0;0;0;0;0;0,022828359
subject 7;2022-07;safe;0,952749625;0;0;0,167832168;0,285714286;0;0;0;0;0;0;0;0,022828359
subject 7;2022-07;safe;1,194692923;0;0;0,265734266;0,285714286;0;0;0;0;0;0;0;0,04589791
subject 7;2022-07;safe;1,026860756;0;0;0,181818182;0,285714286;0;0;0;0;0;0;0;0,04589791
subject 7;2022-07;safe;0,96283998;0,577777778;0,454545455;0,062937063;-0,071428571;0;0,142857143;0;1;1;0,333333333;2,56E-06;0,068989257
subject 7;2022-07;safe;1,866970629;0;0;0,363636364;0,5;0;0;0;0;0;0;1E-08;0,069848956
subject 7;2022-07;safe;0,750381234;0,311111111;0,227272727;0,048951049;0;0;0;0;0;0;0;0;0,057047649
subject 7;2022-07;safe;0,412094209;0;0;0,111888112;0,071428571;0;0;0;0;0;0;0;0,022730421
subject 7;2022-07;safe;0,980525778;0;0;0,181818182;0,285714286;0;0;0;0;0;0;0;0,022730421
subject 7;2022-07;safe;0,265930789;0;0;0,041958042;0,071428571;0;0;0;0;0;0;0;0,019578781
subject 7;2022-07;safe;1,244974123;0,2;0,227272727;0,321678322;0;0;0;0;0;0;0;2,401E-05;0,087184381
subject 7;2022-07;safe;0,549349337;0,077777778;0,045454545;0,125874126;0;0;0;0;0;0;0;0;0,087184381
subject 7;2022-07;safe;1,137381715;0;0;0,195804196;0,285714286;0;0;0;0;0;0;2,401E-05;0,087184381
subject 7;2022-07;safe;1,280238858;0;0;0,195804196;0,357142857;0;0;0;0;0;0;2,401E-05;0,087184381
subject 7;2022-07;safe;1,336182914;0;0;0,223776224;0,357142857;0;0;0;0;0;0;2,401E-05;0,087184381
subject 7;2022-07;safe;0,795723373;0;0;0,167832168;0,142857143;0;0;0;0;0;0;2,401E-05;0,087184381
subject 7;2022-07;safe;0,88263646;0;0;0,13986014;0,214285714;0;0;0;0;0;0;2,401E-05;0,087184381
subject 7;2022-07;safe;0,88263646;0;0;0,13986014;0,214285714;0;0;0;0;0;0;2,401E-05;0,087184381
subject 7;2022-07;safe;0,370406058;0,066666667;0,045454545;0,041958042;0;0;0;0;0;0;0;0;0,087184381
subject 7;2022-07;safe;0,265930789;0;0;0,041958042;0,071428571;0;0;0;0;0;0;0;0,019578781
subject 7;2022-07;safe;0,293902816;0;0;0,055944056;0,071428571;0;0;0;0;0;0;0;0,019578781
subject 7;2022-07;safe;0,344650673;0,111111111;0,136363636;0,020979021;0;0;0;0;0;0;0;1,6E-07;0,027609022
subject 7;2022-07;safe;1,440263117;0;0;0,321678322;0,357142857;0;0;0;0;0;0;1,6E-07;0,04131046
subject 7;2022-07;safe;0,958708709;0;0;0,195804196;0,214285714;0;0;0;0;0;0;0;0,069264444
subject 7;2022-07;safe;0,393274143;0;0;0,055944056;0,071428571;0;0;0;0;0;0;0;0,069264444
subject 7;2022-07;safe;1,837829588;0;0;0,34965035;0,5;0;0;0;0;0;0;0;0,069264444
subject 7;2022-07;safe;1,717539582;0,255555556;0,318181818;0,020979021;0;0;0;0;0,5;0;0;0;0,050922083
subject 7;2022-07;safe;0,889223454;0,333333333;0,227272727;0,041958042;0;0;0,142857143;0;0;0;0;0;0,050922083
subject 7;2022-07;safe;0,87151222;0;0;0,041958042;0,071428571;0;0;0;0;0;0;0;0,322369497
subject 7;2022-07;safe;0,361289248;0,055555556;0,090909091;0,041958042;0;0;0;0;0;0;0;0;0,065454259
subject 7;2022-07;safe;0,530679023;0;0;0,13986014;0,071428571;0;0;0;0;0;0;0;0,0540508
subject 7;2022-07;safe;0,503638518;0,144444444;0,136363636;0,020979021;0;0;0;0;0;0;0;0;0,090436198
subject 7;2022-07;safe;0,746146007;0;0;0,251748252;0,071428571;0;0;0;0;0;0;0;0,04989618
subject 7;2022-07;safe;1,240519572;0;0;0,265734266;0,142857143;0;0;0;0;0;0;0;0,211668377
subject 7;2022-07;safe;1,29532338;0;0;0,293706294;0,214285714;0;0;0;0;0;0;0;0,139669682
subject 7;2022-07;safe;1,379239464;0;0;0,335664336;0,214285714;0;0;0;0;0;0;0;0,139669682
subject 7;2022-07;safe;1,801816886;0;0;0,475524476;0,285714286;0;0;0;0;0;0;0;0,139669682
subject 7;2022-07;safe;1,34527343;0;0;0,461538462;0,071428571;0;0;0;0;0;0;0;0,139669682
subject 7;2022-07;safe;0,506112591;0;0;0,041958042;0,071428571;0;0;0;0;0;0;0;0,139669682
subject 7;2022-07;safe;1,096522181;0;0;0,265734266;0,142857143;0;0;0;0;0;0;0;0,139669682
subject 7;2022-07;safe;0,618000703;0;0;0,097902098;0,071428571;0;0;0;0;0;0;0;0,139669682
subject 7;2022-07;safe;1,516102601;0;0;0,475524476;0,142857143;0;0;0;0;0;0;0;0,139669682
subject 7;2022-07;safe;0,760857845;0;0;0,097902098;0,142857143;0;0;0;0;0;0;0;0,139669682
subject 7;2022-07;safe;0,645972731;0;0;0,111888112;0,071428571;0;0;0;0;0;0;0;0,139669682
subject 7;2022-07;safe;0,816801901;0;0;0,125874126;0,142857143;0;0;0;0;0;0;0;0,139669682
subject 7;2022-07;safe;0,590028675;0;0;0,083916084;0,071428571;0;0;0;0;0;0;0;0,139669682
subject 7;2022-07;safe;0,98895794;0;0;0,335664336;0,071428571;0;0;0;0;0;0;0;0,087386063
subject 7;2022-07;safe;0,933013884;0;0;0,307692308;0,071428571;0;0;0;0;0;0;0;0,087386063
subject 7;2022-07;safe;0,933013884;0;0;0,307692308;0,071428571;0;0;0;0;0;0;0;0,087386063
subject 7;2022-07;safe;0,513433465;0;0;0,097902098;0,071428571;0;0;0;0;0;0;0;0,087386063
subject 7;2022-07;safe;0,513433465;0;0;0,097902098;0,071428571;0;0;0;0;0;0;0;0,087386063
subject 7;2022-07;safe;0,661256211;0,044444444;0,045454545;0,083916084;0;0;0;0;0;0;0;0;0,201762527
subject 7;2022-07;safe;0,554474063;0,133333333;0,090909091;0,062937063;0;0;0;0;0;0;0;0;0,102178757
subject 7;2022-07;safe;0,336214545;0,044444444;0,045454545;0,020979021;0;0;0;0;0;0;0;0;0,102178757
subject 7;2022-07;safe;0,336214545;0,044444444;0,045454545;0,020979021;0;0;0;0;0;0;0;0;0,102178757
subject 7;2022-07;safe;0,451367591;0,144444444;0,045454545;0,062937063;0;0;0;0;0;0;0;0;0,067797238
subject 7;2022-07;safe;0,246341119;0,044444444;0,045454545;0,020979021;0;0;0;0;0;0;0;0;0,057242043
subject 7;2022-07;safe;0,651302058;0,077777778;0,181818182;0,06993007;0;0;0;0;0;0;0;0;0,125922979
subject 7;2022-07;safe;0,555702464;0;0;0,083916084;0,142857143;0;0;0;0;0;0;0;0,051078005
subject 7;2022-07;safe;0,400171683;0,066666667;0,045454545;0,041958042;0;0;0;0;0;0;0;0;0,102067194
subject 7;2022-07;safe;1,551076334;0,844444444;0,090909091;0,062937063;0;0;0,285714286;0;0;0;0;0;0,102067194
subject 7;2022-07;safe;0,651270524;0,222222222;0,045454545;0,041958042;0;0;0,142857143;0;0;0;0;0;0,078410265
subject 7;2022-07;safe;0,221155277;0,033333333;0,045454545;0,041958042;0;0;0;0;0;0;0;0;0,029225657
subject 7;2022-07;safe;0,491275022;0,133333333;0,045454545;0,020979021;0;0;0,142857143;0;0;0;0;0;0,063835979
subject 7;2022-07;safe;0,443833574;0,088888889;0,045454545;0,090909091;0;0;0;0;0;0;0;0;0,063835979
subject 7;2022-07;safe;0,290375921;0,033333333;0,045454545;0,041958042;0;0;0;0;0;0;0;0;0,063835979
subject 7;2022-07;safe;2,54799549;0;0;0,251748252;1;0;0;0;0;0;0;0;0,022249493
subject 7;2022-09;safe;0,846360716;0,259259259;0,181818182;0,179310345;0;0;0;0;0;0;0;0;0,023331293
subject 7;2022-09;safe;0,855850579;0;0;0,179310345;0,230769231;0;0;0;0;0;0;0;0,017845714
subject 7;2022-09;risky;1,569224922;0,49382716;0,454545455;0,006896552;0;0;0,5;0;0;0;0;0;0,053529602
subject 7;2022-09;safe;0,839471449;0,432098765;0,272727273;0,013793103;0;0;0;0;0;0;0;0;0,053529602
subject 7;2022-09;safe;0,268657089;0;0;0,04137931;0,076923077;0;0;0;0;0;0;1,296E-05;0,016032637
subject 7;2022-09;safe;0,268657089;0;0;0,04137931;0,076923077;0;0;0;0;0;0;1,296E-05;0,016032637
subject 7;2022-09;safe;0,535115329;0,061728395;0,045454545;0,096551724;0;0;0;0;0;0;0;0;0,11741447
subject 7;2022-09;safe;0,204234166;0,037037037;0,045454545;0,020689655;0;0;0;0;0;0;0;0;0,040181637
subject 7;2022-09;safe;1,152992888;0,12345679;0,136363636;0,068965517;0;0;0;0;0;0;0;0;0,377620713
subject 7;2022-09;safe;1,018598121;0;0;0,068965517;0,076923077;0;0;0;0;0;0;0;0,363410466
subject 7;2022-09;safe;0,562181455;0,111111111;0,136363636;0,082758621;0;0;0;0;0;0;0;0,00130321;0,075246338
subject 7;2022-09;safe;0,622399015;0;0;0,082758621;0,153846154;0;0;0;0;0;0;0,00130321;0,075246338
subject 7;2022-09;safe;0,383735635;0,185185185;0,136363636;0,110344828;-0,153846154;0;0;0;0;0;0;0,00130321;0,075246338
subject 7;2022-09;safe;1,024521031;0;0;0,206896552;0,230769231;0;0;0;0;0;0;0,00130321;0,075246338
subject 7;2022-09;safe;2,016538293;0,185185185;0,181818182;0,020689655;0;0;0;0;0;0;0;0,00038416;0,804269888
subject 7;2022-09;safe;0,281315704;0;0;0,055172414;0,076923077;0;0;0;0;0;0;0,0016;0,009362361
subject 7;2022-09;safe;0,323081749;0,037037037;0,045454545;0,020689655;0;0;0;0;0;0;0;0;0,099605428
subject 7;2022-09;safe;0,850679513;0,222222222;0,136363636;0,096551724;0;0;0;0;0;0;0;0;0,149495103
subject 7;2022-09;safe;0,389207656;0;0;0,110344828;0,076923077;0;0;0;0;0;0;0;0,007335924
subject 7;2022-09;safe;0,182081681;0,037037037;0,045454545;0,020689655;0;0;0;0;0;0;0;0;0,029105394
subject 7;2022-09;safe;0,44268655;0;0;0,082758621;0,076923077;0;0;0;0;0;0;0;0,061661578
subject 7;2022-09;safe;0,596532704;0;0;0,082758621;0,153846154;0;0;0;0;0;0;0;0,061661578
subject 7;2022-09;safe;1,572314786;0,469135802;0,818181818;0,027586207;0,076923077;0;0;0;0;0;0;0;0,037989299
subject 7;2022-09;risky;0,326252135;0;0;0,04137931;0,076923077;0;0;0;0;0;0;0;0,04482368
subject 7;2022-09;risky;0,850390066;0;0;0,303448276;0,076923077;0;0;0;0;0;0;0;0,04482368
subject 7;2022-09;risky;0,618029323;0;0;0,110344828;0,153846154;0;0;0;0;0;0;0;0,04482368
subject 7;2022-09;risky;1,059408633;0;0;0,331034483;0,153846154;0;0;0;0;0;0;0;0,04482368
subject 7;2022-09;safe;0,256454075;0;0;0,04137931;0,076923077;0;0;0;0;0;0;0;0,00992465
subject 7;2022-09;safe;0,299809763;0;0;0,04137931;0,076923077;0;0;0;0;0;0;0;0,031602494
subject 7;2022-09;safe;0,32739597;0;0;0,055172414;0,076923077;0;0;0;0;0;0;0;0,031602494
subject 7;2022-09;safe;0,299809763;0;0;0,04137931;0,076923077;0;0;0;0;0;0;0;0,031602494
subject 7;2022-09;safe;0,410154591;0;0;0,096551724;0,076923077;0;0;0;0;0;0;0;0,031602494
subject 7;2022-09;safe;0,182575255;0,049382716;0,045454545;0,020689655;0;0;0;0;0;0;0;0;0,023179342
subject 7;2022-09;safe;0,170229576;0,037037037;0,045454545;0,020689655;0;0;0;0;0;0;0;0;0,023179342
subject 7;2022-09;safe;0,257046825;0;0;0,04137931;0,076923077;0;0;0;0;0;0;0;0,010221025
subject 7;2022-09;safe;0,544577122;0;0;0,151724138;0,076923077;0;0;0;0;0;0;0;0,043641346
subject 7;2022-09;safe;0,323887467;0;0;0,04137931;0,076923077;0;0;0;0;0;0;0;0,043641346
subject 7;2022-09;safe;0,323887467;0;0;0,04137931;0,076923077;0;0;0;0;0;0;0;0,043641346
subject 7;2022-09;safe;0,753595689;0;0;0,179310345;0,153846154;0;0;0;0;0;0;0;0,043641346
subject 7;2022-09;safe;0,323887467;0;0;0,04137931;0,076923077;0;0;0;0;0;0;0;0,043641346
subject 7;2022-09;safe;0,27591647;0;0;0,04137931;0,076923077;0;0;0;0;0;0;0;0,019655848
subject 7;2022-09;safe;0,27591647;0;0;0,04137931;0,076923077;0;0;0;0;0;0;0;0,019655848
subject 7;2022-09;safe;0,165878623;0,049382716;0,045454545;0,020689655;0;0;0;0;0;0;0;0;0,014831025
subject 7;2022-09;safe;0,153532944;0,037037037;0,045454545;0,020689655;0;0;0;0;0;0;0;0;0,014831025
subject 7;2022-09;safe;0,329236622;0,061728395;0,045454545;0,020689655;0;0;0;0;0;0;0;0;0,090337185
subject 7;2022-09;safe;0,516425091;0;0;0,082758621;0,153846154;0;0;0;0;0;0;0;0,021607771
subject 7;2022-09;safe;0,780616073;0;0;0,137931034;0,230769231;0;0;0;0;0;0;0;0,021607771
subject 7;2022-09;safe;0,80820228;0;0;0,151724138;0,230769231;0;0;0;0;0;0;0;0,021607771
subject 7;2022-09;safe;0,522516896;0;0;0,082758621;0,153846154;0;0;0;0;0;0;8,1E-07;0,024654079
subject 7;2022-09;safe;0,522516896;0;0;0,082758621;0,153846154;0;0;0;0;0;0;8,1E-07;0,024654079
subject 7;2022-09;safe;0,550103913;0;0;0,096551724;0,153846154;0;0;0;0;0;0;0;0,024654079
subject 7;2022-09;safe;0,660448741;0;0;0,151724138;0,153846154;0;0;0;0;0;0;0;0,024654079
subject 7;2022-09;safe;0,494930689;0;0;0,068965517;0,153846154;0;0;0;0;0;0;8,1E-07;0,024654079
subject 7;2022-09;safe;0,399688881;0;0;0,04137931;0,076923077;0;0;0;0;0;0;0;0,081542053
subject 7;2022-09;safe;0,399688881;0;0;0,04137931;0,076923077;0;0;0;0;0;0;0;0,081542053
subject 7;2022-09;safe;0,427275088;0;0;0,055172414;0,076923077;0;0;0;0;0;0;0;0,081542053
subject 7;2022-09;safe;0,427275088;0;0;0,055172414;0,076923077;0;0;0;0;0;0;0;0,081542053
subject 7;2022-09;safe;0,427275088;0;0;0,055172414;0,076923077;0;0;0;0;0;0;0;0,081542053
subject 7;2022-09;safe;0,427275088;0;0;0,055172414;0,076923077;0;0;0;0;0;0;0;0,081542053
subject 7;2022-09;safe;0,399688881;0;0;0,04137931;0,076923077;0;0;0;0;0;0;0;0,081542053
subject 7;2022-09;safe;0,399688881;0;0;0,04137931;0,076923077;0;0;0;0;0;0;0;0,081542053
subject 7;2022-09;safe;0,427275088;0;0;0,055172414;0,076923077;0;0;0;0;0;0;0;0,081542053
subject 7;2022-09;safe;0,427275088;0;0;0,055172414;0,076923077;0;0;0;0;0;0;0;0,081542053
subject 7;2022-09;safe;0,427275088;0;0;0,055172414;0,076923077;0;0;0;0;0;0;0;0,081542053
subject 7;2022-09;safe;0,427275088;0;0;0,055172414;0,076923077;0;0;0;0;0;0;0;0,081542053
subject 7;2022-09;safe;0,427275088;0;0;0,055172414;0,076923077;0;0;0;0;0;0;0;0,081542053
subject 7;2022-09;safe;0,817335328;0,234567901;0,181818182;0,186206897;0;0;0;0;0;0;0;0;0,014267726
subject 7;2022-09;safe;1,093893048;0,518518519;0,318181818;0,062068966;0;0;0;0;0;0;0;0;0,06652739
subject 7;2022-09;safe;0,917980667;0,395061728;0,181818182;0,020689655;0;0;0,166666667;0;0;0;0;0;0,06652739
subject 7;2022-09;safe;1,568648263;0,469135802;0,318181818;0,324137931;0;0;0;0;0;0;0;0;0,06652739
